dimension,granularity,indicator_name,status,result
time,groups,expected_lead_time,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,expected_lead_time_deviation_from_deadline,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,expected_lead_time_deviation_from_expectation,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,expected_lead_time_from_activity_a,Case ID Application_652823628 not found in event log.,
time,groups,expected_lead_time_from_activity_a_to_b,Case ID Application_652823628 not found in event log.,
time,groups,expected_lead_time_to_activity_a,Case ID Application_652823628 not found in event log.,
time,groups,expected_service_and_lead_time_ratio,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,expected_service_time,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,expected_service_time_from_activity_a_to_b,Case ID Application_652823628 not found in event log.,
time,groups,expected_waiting_time,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,expected_waiting_time_from_activity_a_to_b,Case ID Application_652823628 not found in event log.,
time,groups,lead_time,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,lead_time_and_case_count_ratio,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,service_and_lead_time_ratio,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,service_time,CASE_ID = 'Application_652823628' not found in event log. Check your event log CASE_ID column for possible values.,
time,groups,service_time_from_activity_a_to_b,Case ID Application_652823628 not found in event log.,
time,instances,lead_time,Instance id  not found in event log.,
time,instances,service_and_lead_time_ratio,Instance id  not found in event log.,
time,instances,service_time,Instance id  not found in event log.,
time,instances,waiting_time,Instance id  not found in event log.,
