case:concept:name,concept:name,time:timestamp,human_resource,org:resource,outcome_unit,unsuccessful_outcome_unit,lifecycle:transition,concept:instance
Case 177,Packing,2012-02-13 00:00:00+00:00,ID4820,Packing,7,0,start,i_816
Case 177,Packing,2012-02-13 01:00:00+00:00,ID4820,Packing,7,0,complete,i_816
Case 177,Final Inspection Q.C.,2012-02-13 09:15:00+00:00,ID4163,Quality Check 1,7,0,start,i_817
Case 177,Final Inspection Q.C.,2012-02-13 10:15:00+00:00,ID4163,Quality Check 1,7,0,complete,i_817
Case 177,Lapping - Machine 1,2012-03-30 00:00:00+00:00,ID4163,Machine 1 - Lapping,0,1,start,i_818
Case 177,Lapping - Machine 1,2012-03-30 01:15:00+00:00,ID4163,Machine 1 - Lapping,0,1,complete,i_818
Case 178,Round Grinding - Machine 3,2012-01-02 00:00:00+00:00,ID4445,Machine 3 - Round Grinding,31,0,start,i_819
Case 178,Round Grinding - Machine 3,2012-01-02 04:50:00+00:00,ID4445,Machine 3 - Round Grinding,31,0,complete,i_819
Case 178,Round Grinding - Machine 2,2012-01-02 10:00:00+00:00,ID4355,Machine 2 - Round Grinding,0,0,start,i_820
Case 178,Round Grinding - Machine 2,2012-01-02 11:00:00+00:00,ID4355,Machine 2 - Round Grinding,0,0,complete,i_820
Case 178,Grinding Rework - Machine 27,2012-01-11 22:51:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_821
Case 178,Grinding Rework - Machine 27,2012-01-11 23:47:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_821
Case 178,Grinding Rework - Machine 27,2012-01-15 08:08:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_822
Case 178,Lapping - Machine 1,2012-01-15 10:13:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_823
Case 178,Lapping - Machine 1,2012-01-15 10:20:00+00:00,ID0998,Machine 1 - Lapping,0,0,start,i_824
Case 178,Grinding Rework - Machine 27,2012-01-15 13:30:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_822
Case 178,Lapping - Machine 1,2012-01-15 15:12:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_823
Case 178,Lapping - Machine 1,2012-01-15 17:27:00+00:00,ID0998,Machine 1 - Lapping,0,0,complete,i_824
Case 178,Grinding Rework - Machine 27,2012-01-16 06:57:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_825
Case 178,Grinding Rework - Machine 2,2012-01-16 10:14:00+00:00,ID4355,Machine 2 - Round Grinding,22,0,start,i_826
Case 178,Grinding Rework - Machine 27,2012-01-16 10:47:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_825
Case 178,Grinding Rework - Machine 2,2012-01-16 15:43:00+00:00,ID4355,Machine 2 - Round Grinding,22,0,complete,i_826
Case 178,Grinding Rework - Machine 2,2012-01-16 16:33:00+00:00,ID4385,Machine 2 - Round Grinding,0,0,start,i_827
Case 178,Grinding Rework - Machine 2,2012-01-16 23:40:00+00:00,ID4385,Machine 2 - Round Grinding,0,0,complete,i_827
Case 178,Fix - Machine 19,2012-01-16 23:52:00+00:00,ID4528,Machine 25 - Grinding,0,0,start,i_828
Case 178,Fix - Machine 19,2012-01-17 06:37:00+00:00,ID4528,Machine 25 - Grinding,0,0,complete,i_828
Case 178,Grinding Rework - Machine 2,2012-01-17 06:53:00+00:00,ID4355,Machine 2 - Round Grinding,0,0,start,i_829
Case 178,Grinding Rework - Machine 2,2012-01-17 16:03:00+00:00,ID4355,Machine 2 - Round Grinding,0,0,complete,i_829
Case 178,Grinding Rework - Machine 2,2012-01-19 06:51:00+00:00,ID4355,Machine 2 - Round Grinding,20,0,start,i_830
Case 178,Grinding Rework - Machine 2,2012-01-19 10:52:00+00:00,ID4355,Machine 2 - Round Grinding,20,0,complete,i_830
Case 178,Grinding Rework - Machine 27,2012-01-20 09:11:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_831
Case 178,Grinding Rework - Machine 27,2012-01-20 12:54:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_831
Case 178,Grinding Rework - Machine 27,2012-01-23 16:09:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_832
Case 178,Grinding Rework - Machine 27,2012-01-23 16:18:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_832
Case 178,Grinding Rework - Machine 27,2012-01-24 16:06:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_833
Case 178,Grinding Rework - Machine 27,2012-01-24 18:07:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_833
Case 178,Grinding Rework - Machine 27,2012-01-25 16:10:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_834
Case 178,Grinding Rework - Machine 27,2012-01-25 21:27:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_834
Case 178,Grinding Rework - Machine 27,2012-01-29 08:21:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_835
Case 178,Grinding Rework - Machine 27,2012-01-29 09:29:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_835
Case 178,Grinding Rework - Machine 27,2012-01-30 07:12:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_836
Case 178,Grinding Rework - Machine 27,2012-01-30 07:30:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_836
Case 178,Grinding Rework - Machine 27,2012-02-09 10:02:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_837
Case 178,Grinding Rework - Machine 27,2012-02-09 10:49:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_837
Case 178,Grinding Rework - Machine 27,2012-02-16 11:11:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_838
Case 178,Grinding Rework - Machine 27,2012-02-16 16:10:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_838
Case 178,Grinding Rework - Machine 27,2012-03-07 15:20:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_839
Case 178,Grinding Rework - Machine 27,2012-03-07 18:00:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_839
Case 178,Grinding Rework - Machine 27,2012-03-07 19:30:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_840
Case 178,Grinding Rework - Machine 27,2012-03-07 23:35:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_840
Case 178,Grinding Rework - Machine 27,2012-03-08 07:07:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_841
Case 178,Grinding Rework - Machine 27,2012-03-08 15:55:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_841
Case 178,Grinding Rework - Machine 27,2012-03-08 15:58:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_842
Case 178,Grinding Rework - Machine 27,2012-03-08 22:46:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_842
Case 178,Grinding Rework - Machine 27,2012-03-09 07:10:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_843
Case 178,Grinding Rework - Machine 27,2012-03-09 12:20:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_843
Case 178,Grinding Rework - Machine 27,2012-03-11 08:02:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_844
Case 178,Grinding Rework - Machine 27,2012-03-11 15:41:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_844
Case 178,Grinding Rework - Machine 27,2012-03-11 16:08:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_845
Case 178,Grinding Rework - Machine 27,2012-03-11 19:25:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_845
Case 178,Grinding Rework - Machine 27,2012-03-12 07:21:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_846
Case 178,Grinding Rework - Machine 27,2012-03-12 09:04:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_846
Case 178,Grinding Rework - Machine 27,2012-03-12 12:39:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_847
Case 178,Grinding Rework - Machine 27,2012-03-12 15:53:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_847
Case 178,Turning & Milling Q.C.,2012-03-12 16:37:00+00:00,ID4493,Quality Check 1,2,0,start,i_848
Case 178,Turning & Milling Q.C.,2012-03-12 16:45:00+00:00,ID4493,Quality Check 1,2,0,complete,i_848
Case 178,Lapping - Machine 1,2012-03-14 00:00:00+00:00,ID0937,Machine 1 - Lapping,122,0,start,i_849
Case 178,Laser Marking - Machine 7,2012-03-14 00:00:00+00:00,ID0937,Machine 7- Laser Marking,26,0,start,i_850
Case 178,Round Grinding - Machine 3,2012-03-14 00:00:00+00:00,ID0937,Machine 3 - Round Grinding,133,0,start,i_851
Case 178,Round Grinding - Q.C.,2012-03-14 00:00:00+00:00,ID0937,Quality Check 1,245,0,start,i_852
Case 178,Lapping - Machine 1,2012-03-14 01:15:00+00:00,ID0937,Machine 1 - Lapping,122,0,complete,i_849
Case 178,Laser Marking - Machine 7,2012-03-14 01:15:00+00:00,ID0937,Machine 7- Laser Marking,26,0,complete,i_850
Case 178,Round Grinding - Machine 3,2012-03-14 01:15:00+00:00,ID0937,Machine 3 - Round Grinding,133,0,complete,i_851
Case 178,Round Grinding - Q.C.,2012-03-14 01:15:00+00:00,ID0937,Quality Check 1,245,0,complete,i_852
Case 179,Grinding Rework - Machine 27,2012-01-11 18:59:00+00:00,ID4872,Machine 27 - Grinding,0,0,start,i_853
Case 179,Grinding Rework - Machine 27,2012-01-11 22:51:00+00:00,ID4872,Machine 27 - Grinding,0,0,complete,i_853
Case 179,Final Inspection Q.C.,2012-01-13 09:00:00+00:00,ID4163,Quality Check 1,10,0,start,i_854
Case 179,Final Inspection Q.C.,2012-01-13 10:00:00+00:00,ID4163,Quality Check 1,10,0,complete,i_854
Case 179,Packing,2012-01-15 00:00:00+00:00,ID4820,Packing,10,0,start,i_855
Case 179,Packing,2012-01-15 01:00:00+00:00,ID4820,Packing,10,0,complete,i_855
Case 179,Grinding Rework - Machine 12,2012-02-20 10:45:00+00:00,ID4528,Machine 12 - Grinding,0,0,start,i_856
Case 179,Grinding Rework - Machine 12,2012-02-20 12:50:00+00:00,ID4528,Machine 12 - Grinding,0,0,complete,i_856
Case 179,Final Inspection Q.C.,2012-02-22 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_857
Case 179,Final Inspection Q.C.,2012-02-22 11:00:00+00:00,ID4163,Quality Check 1,0,0,complete,i_857
Case 179,Packing,2012-02-23 00:00:00+00:00,ID4820,Packing,2,0,start,i_858
Case 179,Packing,2012-02-23 01:00:00+00:00,ID4820,Packing,2,0,complete,i_858
Case 179,Final Inspection Q.C.,2012-02-23 07:00:00+00:00,ID4163,Quality Check 1,2,1,start,i_859
Case 179,Final Inspection Q.C.,2012-02-23 07:40:00+00:00,ID4163,Quality Check 1,2,1,complete,i_859
Case 18,Turning & Milling - Machine 5,2012-01-18 03:51:00+00:00,ID4932,Machine 5 - Turning & Milling,2,0,start,i_860
Case 18,Turning & Milling - Machine 5,2012-01-18 05:31:00+00:00,ID4932,Machine 5 - Turning & Milling,2,0,complete,i_860
Case 18,Turning & Milling - Machine 5,2012-01-18 05:32:00+00:00,ID4932,Machine 5 - Turning & Milling,8,0,start,i_861
Case 18,Turning & Milling - Machine 5,2012-01-18 06:39:00+00:00,ID4932,Machine 5 - Turning & Milling,8,0,complete,i_861
Case 18,Turning & Milling - Machine 5,2012-01-18 07:01:00+00:00,ID4429,Machine 5 - Turning & Milling,0,0,start,i_862
Case 18,Turning & Milling - Machine 5,2012-01-18 08:44:00+00:00,ID4429,Machine 5 - Turning & Milling,0,0,complete,i_862
Case 18,Turning & Milling - Machine 5,2012-01-18 19:56:00+00:00,ID4932,Machine 5 - Turning & Milling,0,0,start,i_863
Case 18,Turning & Milling - Machine 5,2012-01-18 20:12:00+00:00,ID4932,Machine 5 - Turning & Milling,80,0,start,i_865
Case 18,Turning & Milling - Machine 5,2012-01-18 20:12:00+00:00,ID4932,Machine 5 - Turning & Milling,0,0,complete,i_863
Case 18,Turning & Milling - Machine 4,2012-01-19 02:31:00+00:00,ID4932,Machine 4 - Turning & Milling,0,0,start,i_864
Case 18,Turning & Milling - Machine 4,2012-01-19 05:33:00+00:00,ID4932,Machine 4 - Turning & Milling,0,0,complete,i_864
Case 18,Turning & Milling - Machine 5,2012-01-19 06:46:00+00:00,ID4932,Machine 5 - Turning & Milling,80,0,complete,i_865
Case 18,Turning & Milling - Machine 5,2012-01-19 07:22:00+00:00,ID4429,Machine 5 - Turning & Milling,8,0,start,i_866
Case 18,Turning & Milling - Machine 4,2012-01-19 07:58:00+00:00,ID4167,Machine 4 - Turning & Milling,2,0,start,i_867
Case 18,Turning & Milling - Machine 5,2012-01-19 08:27:00+00:00,ID4429,Machine 5 - Turning & Milling,8,0,complete,i_866
Case 18,Turning & Milling - Machine 5,2012-01-19 15:42:00+00:00,ID4429,Machine 5 - Turning & Milling,16,0,start,i_868
Case 18,Turning & Milling - Machine 4,2012-01-19 17:29:00+00:00,ID4167,Machine 4 - Turning & Milling,2,0,complete,i_867
Case 18,Turning & Milling - Machine 5,2012-01-19 17:57:00+00:00,ID4429,Machine 5 - Turning & Milling,16,0,complete,i_868
Case 18,Turning & Milling - Machine 5,2012-01-19 19:58:00+00:00,ID4932,Machine 5 - Turning & Milling,0,0,start,i_870
Case 18,Turning & Milling - Machine 4,2012-01-19 19:58:00+00:00,ID4932,Machine 4 - Turning & Milling,52,0,start,i_869
Case 18,Turning & Milling - Machine 5,2012-01-19 19:59:00+00:00,ID4932,Machine 5 - Turning & Milling,82,0,start,i_871
Case 18,Turning & Milling - Machine 4,2012-01-19 19:59:00+00:00,ID4932,Machine 4 - Turning & Milling,52,0,complete,i_869
Case 18,Turning & Milling - Machine 5,2012-01-20 06:54:00+00:00,ID4932,Machine 5 - Turning & Milling,0,0,complete,i_870
Case 18,Turning & Milling - Machine 5,2012-01-20 06:54:00+00:00,ID4932,Machine 5 - Turning & Milling,82,0,complete,i_871
Case 18,Turning & Milling - Machine 4,2012-01-20 09:22:00+00:00,ID4167,Machine 4 - Turning & Milling,20,0,start,i_872
Case 18,Turning & Milling - Machine 4,2012-01-20 14:52:00+00:00,ID4167,Machine 4 - Turning & Milling,20,0,complete,i_872
Case 18,Turning & Milling - Machine 5,2012-01-21 12:53:00+00:00,ID4529,Machine 5 - Turning & Milling,50,0,start,i_874
Case 18,Turning & Milling - Machine 4,2012-01-21 12:54:00+00:00,ID4529,Machine 4 - Turning & Milling,30,0,start,i_873
Case 18,Turning & Milling - Machine 4,2012-01-21 20:55:00+00:00,ID4529,Machine 4 - Turning & Milling,30,0,complete,i_873
Case 18,Turning & Milling - Machine 5,2012-01-21 23:54:00+00:00,ID4529,Machine 5 - Turning & Milling,50,0,complete,i_874
Case 18,Turning & Milling - Machine 4,2012-01-22 00:00:00+00:00,ID4932,Machine 4 - Turning & Milling,0,0,start,i_875
Case 18,Turning & Milling - Machine 5,2012-01-22 00:02:00+00:00,ID4641,Machine 5 - Turning & Milling,80,0,start,i_877
Case 18,Turning & Milling - Machine 4,2012-01-22 00:15:00+00:00,ID4641,Machine 4 - Turning & Milling,28,0,start,i_876
Case 18,Turning & Milling - Machine 4,2012-01-22 01:15:00+00:00,ID4932,Machine 4 - Turning & Milling,0,0,complete,i_875
Case 18,Turning & Milling - Machine 4,2012-01-22 06:31:00+00:00,ID4641,Machine 4 - Turning & Milling,28,0,complete,i_876
Case 18,Turning & Milling - Machine 5,2012-01-22 06:32:00+00:00,ID4641,Machine 5 - Turning & Milling,80,0,complete,i_877
Case 18,Turning & Milling Q.C.,2012-01-22 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_878
Case 18,Turning & Milling Q.C.,2012-01-22 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_878
Case 18,Turning & Milling Q.C.,2012-01-22 09:00:00+00:00,ID4163,Quality Check 1,80,0,start,i_880
Case 18,Turning & Milling - Machine 5,2012-01-22 09:08:00+00:00,ID4429,Machine 5 - Turning & Milling,67,0,start,i_879
Case 18,Turning & Milling - Machine 5,2012-01-22 09:28:00+00:00,ID4932,Machine 5 - Turning & Milling,14,0,start,i_883
Case 18,Turning & Milling - Machine 5,2012-01-22 10:28:00+00:00,ID4932,Machine 5 - Turning & Milling,14,0,complete,i_879
Case 18,Turning & Milling - Machine 4,2012-01-22 11:46:00+00:00,ID4932,Machine 4 - Turning & Milling,14,0,start,i_882
Case 18,Turning & Milling Q.C.,2012-01-22 12:50:00+00:00,ID4163,Quality Check 1,80,0,complete,i_880
Case 18,Turning & Milling Q.C.,2012-01-22 13:20:00+00:00,ID4163,Quality Check 1,20,0,start,i_881
Case 18,Turning & Milling Q.C.,2012-01-22 14:40:00+00:00,ID4163,Quality Check 1,20,0,complete,i_881
Case 18,Turning & Milling - Machine 5,2012-01-22 15:53:00+00:00,ID4167,Machine 5 - Turning & Milling,22,0,start,i_884
Case 18,Turning & Milling - Machine 4,2012-01-22 15:56:00+00:00,ID4167,Machine 4 - Turning & Milling,22,0,start,i_885
Case 18,Turning & Milling - Machine 4,2012-01-22 15:57:00+00:00,ID4932,Machine 4 - Turning & Milling,14,0,complete,i_882
Case 18,Turning & Milling - Machine 5,2012-01-22 16:46:00+00:00,ID4429,Machine 5 - Turning & Milling,67,0,complete,i_883
Case 18,Turning & Milling - Machine 5,2012-01-22 19:53:00+00:00,ID4167,Machine 5 - Turning & Milling,22,0,complete,i_884
Case 18,Turning & Milling - Machine 4,2012-01-22 19:57:00+00:00,ID4167,Machine 4 - Turning & Milling,22,0,complete,i_885
Case 18,Turning & Milling - Machine 5,2012-01-22 20:09:00+00:00,ID4529,Machine 5 - Turning & Milling,80,0,start,i_886
Case 18,Turning & Milling - Machine 4,2012-01-22 20:10:00+00:00,ID4529,Machine 4 - Turning & Milling,33,0,start,i_887
Case 18,Turning & Milling - Machine 5,2012-01-23 06:20:00+00:00,ID4529,Machine 5 - Turning & Milling,80,0,complete,i_886
Case 18,Turning & Milling - Machine 4,2012-01-23 06:22:00+00:00,ID4529,Machine 4 - Turning & Milling,33,0,complete,i_887
Case 18,Turning & Milling - Machine 4,2012-01-23 06:57:00+00:00,ID4932,Machine 4 - Turning & Milling,32,0,start,i_890
Case 18,Laser Marking - Machine 7,2012-01-23 10:06:00+00:00,ID4882,Machine 7- Laser Marking,70,0,start,i_888
Case 18,Laser Marking - Machine 7,2012-01-23 11:22:00+00:00,ID4882,Machine 7- Laser Marking,70,0,complete,i_888
Case 18,Turning & Milling Q.C.,2012-01-23 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_889
Case 18,Turning & Milling Q.C.,2012-01-23 15:30:00+00:00,ID4163,Quality Check 1,0,0,complete,i_889
Case 18,Turning & Milling - Machine 4,2012-01-23 16:06:00+00:00,ID4932,Machine 4 - Turning & Milling,32,0,complete,i_890
Case 18,Turning & Milling - Machine 4,2012-01-23 16:09:00+00:00,ID4167,Machine 4 - Turning & Milling,15,0,start,i_891
Case 18,Turning & Milling - Machine 4,2012-01-23 20:13:00+00:00,ID4167,Machine 4 - Turning & Milling,15,0,complete,i_891
Case 18,Turning & Milling - Machine 4,2012-01-23 20:18:00+00:00,ID4529,Machine 4 - Turning & Milling,27,0,start,i_895
Case 18,Laser Marking - Machine 7,2012-01-24 00:00:00+00:00,ID4882,Machine 7- Laser Marking,0,0,start,i_892
Case 18,Laser Marking - Machine 7,2012-01-24 00:00:00+00:00,ID4882,Machine 7- Laser Marking,0,0,start,i_893
Case 18,Laser Marking - Machine 7,2012-01-24 00:00:00+00:00,ID4882,Machine 7- Laser Marking,0,0,start,i_894
Case 18,Laser Marking - Machine 7,2012-01-24 01:15:00+00:00,ID4882,Machine 7- Laser Marking,0,0,complete,i_892
Case 18,Laser Marking - Machine 7,2012-01-24 01:15:00+00:00,ID4882,Machine 7- Laser Marking,0,0,complete,i_893
Case 18,Laser Marking - Machine 7,2012-01-24 01:15:00+00:00,ID4882,Machine 7- Laser Marking,0,0,complete,i_894
Case 18,Turning & Milling - Machine 4,2012-01-24 06:28:00+00:00,ID4529,Machine 4 - Turning & Milling,27,0,complete,i_895
Case 18,Turning & Milling Q.C.,2012-01-24 07:00:00+00:00,ID4163,Quality Check 1,17,0,start,i_896
Case 18,Turning & Milling - Machine 4,2012-01-24 07:00:00+00:00,ID4932,Machine 4 - Turning & Milling,10,0,start,i_897
Case 18,Turning & Milling Q.C.,2012-01-24 08:40:00+00:00,ID4163,Quality Check 1,17,0,complete,i_896
Case 18,Turning & Milling Q.C.,2012-01-24 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_899
Case 18,Turning & Milling - Machine 4,2012-01-24 10:51:00+00:00,ID4932,Machine 4 - Turning & Milling,0,0,start,i_898
Case 18,Turning & Milling - Machine 4,2012-01-24 10:51:00+00:00,ID4932,Machine 4 - Turning & Milling,10,0,complete,i_897
Case 18,Turning & Milling - Machine 4,2012-01-24 10:52:00+00:00,ID4932,Machine 4 - Turning & Milling,0,0,complete,i_898
Case 18,Turning & Milling Q.C.,2012-01-24 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_899
Case 18,Turning & Milling Q.C.,2012-01-24 13:20:00+00:00,ID4163,Quality Check 1,21,0,start,i_900
Case 18,Turning & Milling - Machine 4,2012-01-24 14:25:00+00:00,ID4932,Machine 4 - Turning & Milling,4,0,start,i_902
Case 18,Turning & Milling - Machine 4,2012-01-24 14:48:00+00:00,ID4167,Machine 4 - Turning & Milling,20,0,start,i_903
Case 18,Turning & Milling Q.C.,2012-01-24 15:00:00+00:00,ID4163,Quality Check 1,59,0,start,i_901
Case 18,Turning & Milling Q.C.,2012-01-24 15:00:00+00:00,ID4163,Quality Check 1,21,0,complete,i_900
Case 18,Turning & Milling Q.C.,2012-01-24 15:20:00+00:00,ID4163,Quality Check 1,59,0,complete,i_901
Case 18,Turning & Milling - Machine 4,2012-01-24 15:58:00+00:00,ID4932,Machine 4 - Turning & Milling,4,0,complete,i_902
Case 18,Turning & Milling - Machine 4,2012-01-24 20:48:00+00:00,ID4167,Machine 4 - Turning & Milling,20,0,complete,i_903
Case 18,Turning & Milling - Machine 4,2012-01-24 23:54:00+00:00,ID4529,Machine 4 - Turning & Milling,28,0,start,i_904
Case 18,Turning & Milling - Machine 4,2012-01-25 06:27:00+00:00,ID4529,Machine 4 - Turning & Milling,28,0,complete,i_904
Case 18,Turning & Milling - Machine 4,2012-01-25 07:03:00+00:00,ID4932,Machine 4 - Turning & Milling,34,0,start,i_907
Case 18,Laser Marking - Machine 7,2012-01-25 14:49:00+00:00,ID0998,Machine 7- Laser Marking,45,0,start,i_905
Case 18,Laser Marking - Machine 7,2012-01-25 14:50:00+00:00,ID0998,Machine 7- Laser Marking,45,0,complete,i_905
Case 18,Laser Marking - Machine 7,2012-01-25 15:21:00+00:00,ID4882,Machine 7- Laser Marking,45,0,start,i_906
Case 18,Laser Marking - Machine 7,2012-01-25 15:47:00+00:00,ID4882,Machine 7- Laser Marking,45,0,complete,i_906
Case 18,Turning & Milling - Machine 4,2012-01-25 16:00:00+00:00,ID4167,Machine 4 - Turning & Milling,16,0,start,i_908
Case 18,Turning & Milling - Machine 4,2012-01-25 16:05:00+00:00,ID4932,Machine 4 - Turning & Milling,34,0,complete,i_907
Case 18,Turning & Milling - Machine 4,2012-01-25 20:22:00+00:00,ID4167,Machine 4 - Turning & Milling,16,0,complete,i_908
Case 18,Turning & Milling - Machine 4,2012-01-25 20:24:00+00:00,ID4529,Machine 4 - Turning & Milling,38,0,start,i_909
Case 18,Turning & Milling - Machine 4,2012-01-26 06:43:00+00:00,ID4529,Machine 4 - Turning & Milling,38,0,complete,i_909
Case 18,Turning & Milling - Machine 4,2012-01-26 06:44:00+00:00,ID4932,Machine 4 - Turning & Milling,34,0,start,i_912
Case 18,Turning & Milling Q.C.,2012-01-26 10:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_910
Case 18,Turning & Milling Q.C.,2012-01-26 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_910
Case 18,Turning & Milling Q.C.,2012-01-26 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_911
Case 18,Turning & Milling Q.C.,2012-01-26 14:00:00+00:00,ID4163,Quality Check 1,0,0,complete,i_911
Case 18,Turning & Milling - Machine 4,2012-01-26 15:38:00+00:00,ID4167,Machine 4 - Turning & Milling,3,0,start,i_913
Case 18,Turning & Milling - Machine 4,2012-01-26 16:01:00+00:00,ID4932,Machine 4 - Turning & Milling,34,0,complete,i_912
Case 18,Turning & Milling - Machine 5,2012-01-26 16:37:00+00:00,ID4167,Machine 5 - Turning & Milling,0,0,start,i_914
Case 18,Turning & Milling - Machine 4,2012-01-26 16:38:00+00:00,ID4167,Machine 4 - Turning & Milling,3,0,complete,i_913
Case 18,Turning & Milling - Machine 5,2012-01-26 16:38:00+00:00,ID4167,Machine 5 - Turning & Milling,0,0,complete,i_914
Case 18,Turning & Milling - Machine 5,2012-01-26 16:39:00+00:00,ID4167,Machine 5 - Turning & Milling,28,0,start,i_915
Case 18,Turning & Milling - Machine 5,2012-01-26 23:44:00+00:00,ID4167,Machine 5 - Turning & Milling,28,0,complete,i_915
Case 18,Turning & Milling - Machine 5,2012-01-27 01:44:00+00:00,ID4529,Machine 5 - Turning & Milling,0,0,start,i_916
Case 18,Turning & Milling - Machine 4,2012-01-27 01:45:00+00:00,ID4529,Machine 4 - Turning & Milling,20,0,start,i_917
Case 18,Turning & Milling - Machine 5,2012-01-27 01:45:00+00:00,ID4529,Machine 5 - Turning & Milling,0,0,complete,i_916
Case 18,Turning & Milling - Machine 4,2012-01-27 06:21:00+00:00,ID4529,Machine 4 - Turning & Milling,20,0,complete,i_917
Case 18,Turning & Milling Q.C.,2012-01-27 09:00:00+00:00,ID4163,Quality Check 1,182,0,start,i_918
Case 18,Turning & Milling Q.C.,2012-01-27 12:44:00+00:00,ID4163,Quality Check 1,182,0,complete,i_918
Case 18,Laser Marking - Machine 7,2012-01-29 10:43:00+00:00,ID4882,Machine 7- Laser Marking,182,0,start,i_919
Case 18,Laser Marking - Machine 7,2012-01-29 12:54:00+00:00,ID4882,Machine 7- Laser Marking,182,0,complete,i_919
Case 18,Turning & Milling Q.C.,2012-01-29 13:20:00+00:00,ID4163,Quality Check 1,85,0,start,i_920
Case 18,Turning & Milling Q.C.,2012-01-29 16:52:00+00:00,ID4163,Quality Check 1,85,0,complete,i_920
Case 18,Turning & Milling - Machine 5,2012-01-30 07:33:00+00:00,ID4167,Machine 5 - Turning & Milling,8,0,start,i_921
Case 18,Turning & Milling - Machine 4,2012-01-30 07:37:00+00:00,ID4167,Machine 4 - Turning & Milling,63,0,start,i_924
Case 18,Laser Marking - Machine 7,2012-01-30 08:28:00+00:00,ID0998,Machine 7- Laser Marking,58,0,start,i_922
Case 18,Turning & Milling - Machine 5,2012-01-30 08:35:00+00:00,ID4167,Machine 5 - Turning & Milling,8,0,complete,i_921
Case 18,Laser Marking - Machine 7,2012-01-30 09:34:00+00:00,ID0998,Machine 7- Laser Marking,58,0,complete,i_922
Case 18,Laser Marking - Machine 7,2012-01-30 16:57:00+00:00,ID0998,Machine 7- Laser Marking,64,0,start,i_923
Case 18,Laser Marking - Machine 7,2012-01-30 16:58:00+00:00,ID0998,Machine 7- Laser Marking,64,0,complete,i_923
Case 18,Turning & Milling - Machine 4,2012-01-30 23:38:00+00:00,ID4167,Machine 4 - Turning & Milling,63,0,complete,i_924
Case 18,Turning & Milling Q.C.,2012-01-31 07:00:00+00:00,ID4163,Quality Check 1,2,0,start,i_925
Case 18,Turning & Milling Q.C.,2012-01-31 07:14:00+00:00,ID4163,Quality Check 1,2,0,complete,i_925
