concept:name,OfferID,OfferedAmount,case:ApplicationType,Accepted,case:LoanGoal,case:concept:name,Selected,org:resource,Action,lifecycle:transition,time:timestamp,case:RequestedAmount,FirstWithdrawalAmount,EventID,EventOrigin,CreditScore,MonthlyCost,NumberOfTerms
O_Cancelled,Offer_841309872,,New credit,,Car,Application_371952478,,User_1,statechange,complete,2016-03-24 07:00:21.951000+00:00,10000.0,,OfferState_844177097,Offer,,,
W_Call after offers,,,New credit,,Car,Application_371952478,,User_1,Deleted,ate_abort,2016-03-24 07:00:21.967000+00:00,10000.0,,Workitem_777411604,Workflow,,,
A_Create Application,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,Created,complete,2016-02-19 15:12:02.823000+00:00,29500.0,,Application_1698689539,Application,,,
W_Complete application,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,Created,schedule,2016-02-19 15:12:02.835000+00:00,29500.0,,Workitem_2057618799,Workflow,,,
W_Complete application,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,Obtained,start,2016-02-19 15:12:02.838000+00:00,29500.0,,Workitem_108044211,Workflow,,,
A_Concept,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,statechange,complete,2016-02-19 15:12:02.840000+00:00,29500.0,,ApplState_1255193348,Application,,,
A_Accepted,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,statechange,complete,2016-02-19 15:15:54.179000+00:00,29500.0,,ApplState_1858005916,Application,,,
O_Create Offer,,29500.0,New credit,True,Existing loan takeover,Application_1698689539,False,User_2,Created,complete,2016-02-19 15:19:24.197000+00:00,29500.0,500.0,Offer_506003309,Offer,0.0,501.42,67.0
O_Created,Offer_506003309,,New credit,,Existing loan takeover,Application_1698689539,,User_2,statechange,complete,2016-02-19 15:19:25.471000+00:00,29500.0,,OfferState_1858274531,Offer,,,
O_Sent (mail and online),Offer_506003309,,New credit,,Existing loan takeover,Application_1698689539,,User_2,statechange,complete,2016-02-19 15:20:40.174000+00:00,29500.0,,OfferState_1533794188,Offer,,,
W_Complete application,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,Deleted,complete,2016-02-19 15:20:40.198000+00:00,29500.0,,Workitem_1553231079,Workflow,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,Created,schedule,2016-02-19 15:20:40.213000+00:00,29500.0,,Workitem_1270989506,Workflow,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,Obtained,start,2016-02-19 15:20:40.216000+00:00,29500.0,,Workitem_1140717647,Workflow,,,
A_Complete,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,statechange,complete,2016-02-19 15:20:40.219000+00:00,29500.0,,ApplState_891506627,Application,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_1698689539,,User_2,Released,suspend,2016-02-19 15:22:48.642000+00:00,29500.0,,Workitem_649468292,Workflow,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_1698689539,,User_5,Obtained,resume,2016-02-23 07:45:39.053000+00:00,29500.0,,Workitem_1565276155,Workflow,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_1698689539,,User_5,Released,suspend,2016-02-23 07:45:59.612000+00:00,29500.0,,Workitem_1881155914,Workflow,,,
A_Cancelled,,,New credit,,Existing loan takeover,Application_1698689539,,User_1,statechange,complete,2016-03-21 07:00:25.257000+00:00,29500.0,,ApplState_2039903470,Application,,,
O_Cancelled,Offer_506003309,,New credit,,Existing loan takeover,Application_1698689539,,User_1,statechange,complete,2016-03-21 07:00:25.298000+00:00,29500.0,,OfferState_772600552,Offer,,,
W_Call after offers,,,New credit,,Existing loan takeover,Application_1698689539,,User_1,Deleted,ate_abort,2016-03-21 07:00:25.310000+00:00,29500.0,,Workitem_1470994810,Workflow,,,
A_Create Application,,,New credit,,Car,Application_341433848,,User_1,Created,complete,2016-02-28 14:44:36.109000+00:00,35000.0,,Application_341433848,Application,,,
A_Submitted,,,New credit,,Car,Application_341433848,,User_1,statechange,complete,2016-02-28 14:44:36.151000+00:00,35000.0,,ApplState_1835658417,Application,,,
W_Handle leads,,,New credit,,Car,Application_341433848,,User_1,Created,schedule,2016-02-28 14:44:36.509000+00:00,35000.0,,Workitem_67302367,Workflow,,,
W_Handle leads,,,New credit,,Car,Application_341433848,,User_1,Deleted,withdraw,2016-02-28 14:45:41.095000+00:00,35000.0,,Workitem_789379751,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_1,Created,schedule,2016-02-28 14:45:41.107000+00:00,35000.0,,Workitem_970591942,Workflow,,,
A_Concept,,,New credit,,Car,Application_341433848,,User_1,statechange,complete,2016-02-28 14:45:41.115000+00:00,35000.0,,ApplState_1637708580,Application,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_49,Obtained,start,2016-02-29 12:59:09.389000+00:00,35000.0,,Workitem_1308727549,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_49,Released,suspend,2016-02-29 13:00:11.015000+00:00,35000.0,,Workitem_1307826654,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_10,Obtained,resume,2016-02-29 13:09:27.717000+00:00,35000.0,,Workitem_87816324,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_10,Released,suspend,2016-02-29 13:11:32.754000+00:00,35000.0,,Workitem_558503176,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_32,Obtained,resume,2016-02-29 13:18:38.689000+00:00,35000.0,,Workitem_1533141916,Workflow,,,
A_Accepted,,,New credit,,Car,Application_341433848,,User_32,statechange,complete,2016-02-29 13:30:40.634000+00:00,35000.0,,ApplState_1643257199,Application,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_32,Released,suspend,2016-02-29 14:01:00.360000+00:00,35000.0,,Workitem_1954970058,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_16,Obtained,resume,2016-03-01 15:54:14.522000+00:00,35000.0,,Workitem_747447389,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_16,Released,suspend,2016-03-01 15:54:44.897000+00:00,35000.0,,Workitem_524485669,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_17,Obtained,resume,2016-03-02 08:11:51.273000+00:00,35000.0,,Workitem_783827402,Workflow,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_17,Released,suspend,2016-03-02 08:13:13.077000+00:00,35000.0,,Workitem_1393577055,Workflow,,,
O_Create Offer,,31700.0,New credit,True,Car,Application_341433848,True,User_15,Created,complete,2016-03-02 10:19:10.157000+00:00,35000.0,0.0,Offer_1664148551,Offer,864.0,317.0,126.0
O_Created,Offer_1664148551,,New credit,,Car,Application_341433848,,User_15,statechange,complete,2016-03-02 10:19:11.662000+00:00,35000.0,,OfferState_1332838718,Offer,,,
O_Sent (mail and online),Offer_1664148551,,New credit,,Car,Application_341433848,,User_15,statechange,complete,2016-03-02 10:19:41.770000+00:00,35000.0,,OfferState_494861524,Offer,,,
W_Complete application,,,New credit,,Car,Application_341433848,,User_15,Deleted,ate_abort,2016-03-02 10:19:41.798000+00:00,35000.0,,Workitem_1526271997,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_341433848,,User_15,Created,schedule,2016-03-02 10:19:41.816000+00:00,35000.0,,Workitem_1487926694,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_341433848,,User_15,Obtained,start,2016-03-02 10:19:41.821000+00:00,35000.0,,Workitem_2052745768,Workflow,,,
A_Complete,,,New credit,,Car,Application_341433848,,User_15,statechange,complete,2016-03-02 10:19:41.826000+00:00,35000.0,,ApplState_552009168,Application,,,
W_Call after offers,,,New credit,,Car,Application_341433848,,User_15,Released,suspend,2016-03-02 10:24:32.318000+00:00,35000.0,,Workitem_454256217,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_341433848,,User_17,Obtained,resume,2016-03-05 15:10:47.257000+00:00,35000.0,,Workitem_2074371171,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_341433848,,User_17,Released,suspend,2016-03-05 15:11:33.812000+00:00,35000.0,,Workitem_91309223,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_341433848,,User_118,Deleted,ate_abort,2016-03-08 10:39:51.794000+00:00,35000.0,,Workitem_395337332,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_118,Created,schedule,2016-03-08 10:39:51.820000+00:00,35000.0,,Workitem_576619132,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_118,Obtained,start,2016-03-08 10:39:51.833000+00:00,35000.0,,Workitem_253029482,Workflow,,,
A_Validating,,,New credit,,Car,Application_341433848,,User_118,statechange,complete,2016-03-08 10:39:52.857000+00:00,35000.0,,ApplState_1884392824,Application,,,
O_Returned,Offer_1664148551,,New credit,,Car,Application_341433848,,User_118,statechange,complete,2016-03-08 10:40:11.432000+00:00,35000.0,,OfferState_1675702596,Offer,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_118,Released,suspend,2016-03-08 10:43:12.003000+00:00,35000.0,,Workitem_81549381,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_87,Obtained,resume,2016-03-09 06:24:21.815000+00:00,35000.0,,Workitem_543884476,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_87,Released,suspend,2016-03-09 06:24:28.161000+00:00,35000.0,,Workitem_412013712,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_75,Obtained,resume,2016-03-09 08:14:36.965000+00:00,35000.0,,Workitem_461732093,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_75,Released,suspend,2016-03-09 08:20:02.601000+00:00,35000.0,,Workitem_480695445,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_75,Obtained,resume,2016-03-09 08:24:22.222000+00:00,35000.0,,Workitem_2107654358,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_75,Deleted,complete,2016-03-09 09:22:16.914000+00:00,35000.0,,Workitem_1095954033,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_75,Created,schedule,2016-03-09 09:22:16.920000+00:00,35000.0,,Workitem_694751479,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_75,Obtained,start,2016-03-09 09:22:16.922000+00:00,35000.0,,Workitem_379715808,Workflow,,,
A_Incomplete,,,New credit,,Car,Application_341433848,,User_75,statechange,complete,2016-03-09 09:22:16.925000+00:00,35000.0,,ApplState_1055351185,Application,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_75,Released,suspend,2016-03-09 09:23:26.472000+00:00,35000.0,,Workitem_1924704924,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_5,Obtained,resume,2016-03-09 10:36:05.434000+00:00,35000.0,,Workitem_1306528572,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_5,Released,suspend,2016-03-09 10:37:46.777000+00:00,35000.0,,Workitem_211760281,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_23,Obtained,resume,2016-03-09 10:45:32.011000+00:00,35000.0,,Workitem_1550027750,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_23,Released,suspend,2016-03-09 10:47:25.363000+00:00,35000.0,,Workitem_375592904,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_23,Obtained,resume,2016-03-09 10:48:30.291000+00:00,35000.0,,Workitem_1944014822,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_341433848,,User_23,Deleted,complete,2016-03-09 10:55:07.378000+00:00,35000.0,,Workitem_124859941,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_23,Created,schedule,2016-03-09 10:55:07.410000+00:00,35000.0,,Workitem_137291255,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_23,Obtained,start,2016-03-09 10:55:07.430000+00:00,35000.0,,Workitem_810354934,Workflow,,,
A_Validating,,,New credit,,Car,Application_341433848,,User_23,statechange,complete,2016-03-09 10:55:07.527000+00:00,35000.0,,ApplState_1826711728,Application,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_23,Released,suspend,2016-03-09 10:55:19.666000+00:00,35000.0,,Workitem_1442755625,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_75,Obtained,resume,2016-03-09 11:12:46.503000+00:00,35000.0,,Workitem_853901550,Workflow,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_75,Released,suspend,2016-03-09 11:30:22.919000+00:00,35000.0,,Workitem_651091125,Workflow,,,
O_Accepted,Offer_1664148551,,New credit,,Car,Application_341433848,,User_75,statechange,complete,2016-03-09 11:47:53.846000+00:00,35000.0,,OfferState_666247332,Offer,,,
A_Pending,,,New credit,,Car,Application_341433848,,User_75,statechange,complete,2016-03-09 11:47:53.852000+00:00,35000.0,,ApplState_1751346259,Application,,,
W_Validate application,,,New credit,,Car,Application_341433848,,User_75,Deleted,ate_abort,2016-03-09 11:47:53.860000+00:00,35000.0,,Workitem_1834874954,Workflow,,,
A_Create Application,,,New credit,,"Other, see explanation",Application_91672050,,User_1,Created,complete,2016-02-28 18:13:47.093000+00:00,50000.0,,Application_91672050,Application,,,
A_Submitted,,,New credit,,"Other, see explanation",Application_91672050,,User_1,statechange,complete,2016-02-28 18:13:47.136000+00:00,50000.0,,ApplState_1905515038,Application,,,
W_Handle leads,,,New credit,,"Other, see explanation",Application_91672050,,User_1,Created,schedule,2016-02-28 18:13:47.490000+00:00,50000.0,,Workitem_178206258,Workflow,,,
W_Handle leads,,,New credit,,"Other, see explanation",Application_91672050,,User_1,Deleted,withdraw,2016-02-28 18:14:36.312000+00:00,50000.0,,Workitem_912643954,Workflow,,,
W_Complete application,,,New credit,,"Other, see explanation",Application_91672050,,User_1,Created,schedule,2016-02-28 18:14:36.321000+00:00,50000.0,,Workitem_49474150,Workflow,,,
A_Concept,,,New credit,,"Other, see explanation",Application_91672050,,User_1,statechange,complete,2016-02-28 18:14:36.327000+00:00,50000.0,,ApplState_1315509776,Application,,,
W_Complete application,,,New credit,,"Other, see explanation",Application_91672050,,User_2,Obtained,start,2016-02-29 14:28:30.465000+00:00,50000.0,,Workitem_215548818,Workflow,,,
A_Accepted,,,New credit,,"Other, see explanation",Application_91672050,,User_2,statechange,complete,2016-02-29 14:37:17.786000+00:00,50000.0,,ApplState_1212997907,Application,,,
O_Create Offer,,75000.0,New credit,True,"Other, see explanation",Application_91672050,True,User_2,Created,complete,2016-02-29 14:40:16.777000+00:00,50000.0,0.0,Offer_749955935,Offer,0.0,750.0,126.0
O_Created,Offer_749955935,,New credit,,"Other, see explanation",Application_91672050,,User_2,statechange,complete,2016-02-29 14:40:18.381000+00:00,50000.0,,OfferState_1710536551,Offer,,,
O_Sent (mail and online),Offer_749955935,,New credit,,"Other, see explanation",Application_91672050,,User_2,statechange,complete,2016-02-29 14:40:35.061000+00:00,50000.0,,OfferState_1621810508,Offer,,,
W_Complete application,,,New credit,,"Other, see explanation",Application_91672050,,User_2,Deleted,complete,2016-02-29 14:40:35.078000+00:00,50000.0,,Workitem_1340398910,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_91672050,,User_2,Created,schedule,2016-02-29 14:40:35.087000+00:00,50000.0,,Workitem_2062369932,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_91672050,,User_2,Obtained,start,2016-02-29 14:40:35.089000+00:00,50000.0,,Workitem_1719659208,Workflow,,,
A_Complete,,,New credit,,"Other, see explanation",Application_91672050,,User_2,statechange,complete,2016-02-29 14:40:35.091000+00:00,50000.0,,ApplState_1728703224,Application,,,
O_Create Offer,,75000.0,New credit,True,"Other, see explanation",Application_91672050,False,User_2,Created,complete,2016-02-29 14:42:04.721000+00:00,50000.0,75000.0,Offer_704161146,Offer,0.0,784.45,120.0
O_Created,Offer_704161146,,New credit,,"Other, see explanation",Application_91672050,,User_2,statechange,complete,2016-02-29 14:42:06.123000+00:00,50000.0,,OfferState_1692631176,Offer,,,
O_Sent (mail and online),Offer_704161146,,New credit,,"Other, see explanation",Application_91672050,,User_2,statechange,complete,2016-02-29 14:42:28.315000+00:00,50000.0,,OfferState_365619505,Offer,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_91672050,,User_2,Released,suspend,2016-02-29 14:44:34.998000+00:00,50000.0,,Workitem_1314528576,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_91672050,,User_41,Obtained,resume,2016-03-04 09:50:41.001000+00:00,50000.0,,Workitem_751781651,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_91672050,,User_41,Released,suspend,2016-03-04 09:51:10.681000+00:00,50000.0,,Workitem_1310128802,Workflow,,,
W_Call after offers,,,New credit,,"Other, see explanation",Application_91672050,,User_114,Deleted,ate_abort,2016-03-16 10:37:58.780000+00:00,50000.0,,Workitem_1942618894,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_91672050,,User_114,Created,schedule,2016-03-16 10:37:58.804000+00:00,50000.0,,Workitem_1447467575,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_91672050,,User_114,Obtained,start,2016-03-16 10:37:58.806000+00:00,50000.0,,Workitem_1258297438,Workflow,,,
A_Validating,,,New credit,,"Other, see explanation",Application_91672050,,User_114,statechange,complete,2016-03-16 10:37:59.598000+00:00,50000.0,,ApplState_446672383,Application,,,
O_Returned,Offer_749955935,,New credit,,"Other, see explanation",Application_91672050,,User_114,statechange,complete,2016-03-16 10:38:16.461000+00:00,50000.0,,OfferState_1721997288,Offer,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_91672050,,User_114,Released,suspend,2016-03-16 10:41:18.817000+00:00,50000.0,,Workitem_645988668,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_91672050,,User_30,Obtained,resume,2016-03-18 10:48:12.515000+00:00,50000.0,,Workitem_1823226364,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_91672050,,User_30,Released,suspend,2016-03-18 10:48:23.885000+00:00,50000.0,,Workitem_40922555,Workflow,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_91672050,,User_95,Obtained,resume,2016-03-18 11:10:59.528000+00:00,50000.0,,Workitem_2142935825,Workflow,,,
A_Denied,,,New credit,,"Other, see explanation",Application_91672050,,User_95,statechange,complete,2016-03-18 11:26:06.458000+00:00,50000.0,,ApplState_2144350088,Application,,,
O_Refused,Offer_704161146,,New credit,,"Other, see explanation",Application_91672050,,User_95,statechange,complete,2016-03-18 11:26:06.496000+00:00,50000.0,,OfferState_1465306672,Offer,,,
O_Refused,Offer_749955935,,New credit,,"Other, see explanation",Application_91672050,,User_95,statechange,complete,2016-03-18 11:26:06.505000+00:00,50000.0,,OfferState_1317540594,Offer,,,
W_Validate application,,,New credit,,"Other, see explanation",Application_91672050,,User_95,Deleted,complete,2016-03-18 11:26:06.516000+00:00,50000.0,,Workitem_1071323520,Workflow,,,
A_Create Application,,,New credit,,Car,Application_608609716,,User_1,Created,complete,2016-02-29 17:32:36.478000+00:00,5000.0,,Application_608609716,Application,,,
A_Submitted,,,New credit,,Car,Application_608609716,,User_1,statechange,complete,2016-02-29 17:32:36.526000+00:00,5000.0,,ApplState_786873307,Application,,,
W_Handle leads,,,New credit,,Car,Application_608609716,,User_1,Created,schedule,2016-02-29 17:32:36.753000+00:00,5000.0,,Workitem_503333310,Workflow,,,
W_Handle leads,,,New credit,,Car,Application_608609716,,User_1,Deleted,withdraw,2016-02-29 17:33:11.512000+00:00,5000.0,,Workitem_675873297,Workflow,,,
W_Complete application,,,New credit,,Car,Application_608609716,,User_1,Created,schedule,2016-02-29 17:33:11.520000+00:00,5000.0,,Workitem_2078598711,Workflow,,,
A_Concept,,,New credit,,Car,Application_608609716,,User_1,statechange,complete,2016-02-29 17:33:11.526000+00:00,5000.0,,ApplState_1490498064,Application,,,
W_Complete application,,,New credit,,Car,Application_608609716,,User_39,Obtained,start,2016-03-01 12:24:48.317000+00:00,5000.0,,Workitem_1253794555,Workflow,,,
W_Complete application,,,New credit,,Car,Application_608609716,,User_39,Released,suspend,2016-03-01 12:24:57.269000+00:00,5000.0,,Workitem_1735402774,Workflow,,,
W_Complete application,,,New credit,,Car,Application_608609716,,User_3,Obtained,resume,2016-03-01 13:11:10.783000+00:00,5000.0,,Workitem_1341273831,Workflow,,,
W_Complete application,,,New credit,,Car,Application_608609716,,User_3,Released,suspend,2016-03-01 13:12:12.356000+00:00,5000.0,,Workitem_449494555,Workflow,,,
A_Accepted,,,New credit,,Car,Application_608609716,,User_24,statechange,complete,2016-03-01 14:46:36.546000+00:00,5000.0,,ApplState_559543802,Application,,,
O_Create Offer,,5000.0,New credit,False,Car,Application_608609716,True,User_24,Created,complete,2016-03-01 14:49:31.810000+00:00,5000.0,5000.0,Offer_823333239,Offer,0.0,75.0,81.0
O_Created,Offer_823333239,,New credit,,Car,Application_608609716,,User_24,statechange,complete,2016-03-01 14:49:32.976000+00:00,5000.0,,OfferState_720707574,Offer,,,
O_Create Offer,,5000.0,New credit,False,Car,Application_608609716,False,User_24,Created,complete,2016-03-01 14:49:49.489000+00:00,5000.0,5000.0,Offer_1038170631,Offer,0.0,75.97,81.0
O_Created,Offer_1038170631,,New credit,,Car,Application_608609716,,User_24,statechange,complete,2016-03-01 14:49:50.661000+00:00,5000.0,,OfferState_239551028,Offer,,,
O_Sent (mail and online),Offer_1038170631,,New credit,,Car,Application_608609716,,User_24,statechange,complete,2016-03-01 14:50:39.141000+00:00,5000.0,,OfferState_1150784337,Offer,,,
O_Sent (mail and online),Offer_823333239,,New credit,,Car,Application_608609716,,User_24,statechange,complete,2016-03-01 14:50:39.144000+00:00,5000.0,,OfferState_1508698930,Offer,,,
W_Complete application,,,New credit,,Car,Application_608609716,,User_24,Deleted,ate_abort,2016-03-01 14:50:39.162000+00:00,5000.0,,Workitem_731597014,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_608609716,,User_24,Created,schedule,2016-03-01 14:50:39.177000+00:00,5000.0,,Workitem_424086301,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_608609716,,User_24,Obtained,start,2016-03-01 14:50:39.180000+00:00,5000.0,,Workitem_172948254,Workflow,,,
A_Complete,,,New credit,,Car,Application_608609716,,User_24,statechange,complete,2016-03-01 14:50:39.184000+00:00,5000.0,,ApplState_1876642017,Application,,,
W_Call after offers,,,New credit,,Car,Application_608609716,,User_24,Released,suspend,2016-03-01 14:50:46.117000+00:00,5000.0,,Workitem_910885615,Workflow,,,
W_Call after offers,,,New credit,,Car,Application_608609716,,User_119,Deleted,ate_abort,2016-03-04 08:28:54.178000+00:00,5000.0,,Workitem_1739367499,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_119,Created,schedule,2016-03-04 08:28:54.192000+00:00,5000.0,,Workitem_1387983654,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_119,Obtained,start,2016-03-04 08:28:54.195000+00:00,5000.0,,Workitem_2127568621,Workflow,,,
A_Validating,,,New credit,,Car,Application_608609716,,User_119,statechange,complete,2016-03-04 08:28:55.225000+00:00,5000.0,,ApplState_915524344,Application,,,
O_Returned,Offer_823333239,,New credit,,Car,Application_608609716,,User_119,statechange,complete,2016-03-04 08:29:11.450000+00:00,5000.0,,OfferState_2079984430,Offer,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_119,Released,suspend,2016-03-04 08:31:12.678000+00:00,5000.0,,Workitem_632069005,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_95,Obtained,resume,2016-03-04 13:40:49.083000+00:00,5000.0,,Workitem_438181762,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_95,Deleted,complete,2016-03-04 13:56:19.460000+00:00,5000.0,,Workitem_22187500,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_95,Created,schedule,2016-03-04 13:56:19.466000+00:00,5000.0,,Workitem_1052188774,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_95,Obtained,start,2016-03-04 13:56:19.468000+00:00,5000.0,,Workitem_559175053,Workflow,,,
A_Incomplete,,,New credit,,Car,Application_608609716,,User_95,statechange,complete,2016-03-04 13:56:19.470000+00:00,5000.0,,ApplState_2009489578,Application,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_95,Released,suspend,2016-03-04 13:56:25.306000+00:00,5000.0,,Workitem_947086609,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_29,Obtained,resume,2016-03-04 16:13:39.973000+00:00,5000.0,,Workitem_973531028,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_29,Released,suspend,2016-03-04 16:13:57.356000+00:00,5000.0,,Workitem_543458415,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_38,Obtained,resume,2016-03-04 18:23:48.260000+00:00,5000.0,,Workitem_293138348,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_38,Released,suspend,2016-03-04 18:32:50.285000+00:00,5000.0,,Workitem_1272730998,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_38,Obtained,resume,2016-03-04 18:45:36.310000+00:00,5000.0,,Workitem_1634168406,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_38,Released,suspend,2016-03-04 18:45:40.670000+00:00,5000.0,,Workitem_1502185399,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_38,Obtained,resume,2016-03-04 18:46:28.558000+00:00,5000.0,,Workitem_533482750,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_38,Released,suspend,2016-03-04 18:46:54.827000+00:00,5000.0,,Workitem_921873971,Workflow,,,
W_Call incomplete files,,,New credit,,Car,Application_608609716,,User_120,Deleted,ate_abort,2016-03-05 11:49:20.008000+00:00,5000.0,,Workitem_838044357,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_120,Created,schedule,2016-03-05 11:49:20.017000+00:00,5000.0,,Workitem_488464748,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_120,Obtained,start,2016-03-05 11:49:20.020000+00:00,5000.0,,Workitem_1200762351,Workflow,,,
A_Validating,,,New credit,,Car,Application_608609716,,User_120,statechange,complete,2016-03-05 11:49:20.088000+00:00,5000.0,,ApplState_1304678545,Application,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_120,Released,suspend,2016-03-05 11:51:14.300000+00:00,5000.0,,Workitem_2045386956,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_30,Obtained,resume,2016-03-07 12:42:36.852000+00:00,5000.0,,Workitem_1540175375,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_30,Released,suspend,2016-03-07 12:42:56.318000+00:00,5000.0,,Workitem_347163233,Workflow,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_95,Obtained,resume,2016-03-08 07:20:55.230000+00:00,5000.0,,Workitem_1014729198,Workflow,,,
A_Denied,,,New credit,,Car,Application_608609716,,User_95,statechange,complete,2016-03-08 07:35:57.558000+00:00,5000.0,,ApplState_164530279,Application,,,
O_Refused,Offer_1038170631,,New credit,,Car,Application_608609716,,User_95,statechange,complete,2016-03-08 07:35:57.599000+00:00,5000.0,,OfferState_682176624,Offer,,,
O_Refused,Offer_823333239,,New credit,,Car,Application_608609716,,User_95,statechange,complete,2016-03-08 07:35:57.608000+00:00,5000.0,,OfferState_1395238918,Offer,,,
W_Validate application,,,New credit,,Car,Application_608609716,,User_95,Deleted,complete,2016-03-08 07:35:57.620000+00:00,5000.0,,Workitem_418426591,Workflow,,,
